1	0
2	0
3	1
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	1
12	1
13	0
14	0
15	2
16	0
17	2
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	3
33	0
34	0
35	2
36	1
37	2
38	0
39	3
40	0
41	2
42	0
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	0
59	2
60	2
61	2
62	2
63	0
64	3
65	3
66	3
67	3
68	3
69	0
70	3
71	3
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	2
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	2
92	3
93	3
94	0
95	3
96	2
97	1
98	1
99	2
100	1
101	1
102	0
103	1
104	1
105	0
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	3
126	1
127	1
128	1
