1	0
2	0
3	2
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	3
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	2
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	3
94	0
95	1
96	0
97	1
98	2
99	0
100	2
101	2
102	0
103	1
104	2
105	3
106	1
107	1
108	2
109	2
110	1
111	2
112	2
113	2
114	1
115	1
116	1
117	2
118	1
119	1
120	2
121	2
122	1
123	1
124	1
125	2
126	2
127	2
128	1
