1	2
1	18
1	19
1	20
1	21
1	28
1	31
1	33
1	63
2	4
2	6
2	8
2	9
2	19
2	26
2	28
2	31
2	33
2	38
2	97
2	102
2	111
3	4
3	11
3	13
3	34
3	41
3	42
3	62
3	79
3	82
3	100
3	101
3	104
3	108
3	109
3	112
3	116
3	119
3	121
3	123
3	124
3	127
4	5
4	6
4	9
4	20
4	23
4	24
4	25
4	29
4	35
4	37
4	69
4	94
4	105
5	10
5	16
5	17
5	18
5	21
5	22
5	24
5	25
5	26
5	28
5	30
5	35
5	37
5	69
5	102
5	105
6	14
6	16
6	19
6	20
6	21
6	24
6	25
6	28
6	30
6	38
6	40
6	85
6	105
6	125
7	13
7	27
7	34
7	41
7	62
7	70
7	79
7	101
7	108
7	109
7	118
7	120
7	121
7	122
7	123
7	127
8	9
8	14
8	15
8	18
8	20
8	23
8	29
8	30
8	69
8	91
9	18
9	20
9	23
9	26
9	31
9	38
9	39
9	40
9	102
10	19
10	22
10	23
10	24
10	25
10	26
10	29
10	31
10	43
10	94
10	110
11	18
11	27
11	55
11	65
11	79
11	91
11	100
11	101
11	106
11	115
11	116
11	117
11	119
11	122
11	124
12	13
12	27
12	36
12	62
12	68
12	76
12	100
12	106
12	107
12	109
12	114
12	119
12	122
12	123
12	127
12	128
13	28
13	41
13	90
13	96
13	100
13	107
13	108
13	112
13	113
13	114
13	116
13	117
13	118
14	16
14	18
14	25
14	26
14	30
14	40
14	42
14	45
14	47
14	72
14	81
14	86
14	111
15	39
15	67
15	68
15	71
15	75
15	80
15	81
15	84
15	85
15	88
15	90
15	110
15	118
15	121
16	20
16	21
16	24
16	26
16	28
16	46
16	47
16	48
16	94
17	37
17	48
17	49
17	51
17	52
17	53
17	54
17	61
17	62
17	63
17	91
17	119
17	122
18	21
18	22
18	25
18	28
18	29
18	34
18	36
18	40
18	42
18	48
18	49
18	50
18	51
18	94
18	102
19	21
19	22
19	26
19	29
19	31
19	38
19	40
19	49
19	50
19	51
19	52
19	105
20	22
20	28
20	29
20	30
20	31
20	38
20	40
20	42
20	50
20	51
20	52
20	53
20	69
20	111
21	22
21	24
21	31
21	38
21	40
21	42
21	51
21	52
21	53
21	54
21	69
21	96
21	102
21	105
22	23
22	25
22	30
22	40
22	52
22	53
22	55
22	94
22	111
22	118
23	24
23	25
23	29
23	38
23	40
23	42
23	53
23	54
23	56
23	69
23	94
23	105
23	128
24	42
24	54
24	55
24	56
24	57
24	64
24	69
24	94
24	102
24	105
25	26
25	42
25	55
25	57
25	58
25	91
25	94
25	105
26	30
26	40
26	56
26	58
26	59
26	69
26	73
26	75
26	94
26	126
27	41
27	43
27	84
27	92
27	101
27	106
27	107
27	109
27	112
27	113
27	115
27	118
27	120
27	128
28	30
28	38
28	40
28	58
28	59
28	60
28	61
28	102
28	105
28	111
29	30
29	31
29	38
29	40
29	60
29	61
29	62
29	69
29	73
29	111
30	60
30	61
30	62
30	63
30	105
31	38
31	42
31	61
31	62
31	65
31	102
32	39
32	48
32	70
32	71
32	72
32	75
32	76
32	81
32	85
32	87
32	89
32	92
32	97
32	110
32	111
32	124
32	125
33	35
33	37
33	38
33	42
33	43
33	47
33	48
33	52
33	54
33	58
33	59
33	60
33	63
33	94
33	105
34	58
34	93
34	101
34	109
34	112
34	113
34	114
34	118
34	122
35	46
35	50
35	51
35	55
35	59
35	79
35	81
35	110
36	62
36	77
36	100
36	107
36	112
36	113
36	115
36	120
36	123
36	124
36	128
37	43
37	46
37	51
37	53
37	54
37	57
37	61
37	62
37	73
37	79
37	86
37	90
37	126
38	63
38	89
39	63
39	66
39	70
39	71
39	75
39	76
39	84
39	88
39	93
39	95
39	97
39	110
39	125
40	42
40	54
40	94
40	96
40	102
40	103
40	108
40	126
41	79
41	95
41	96
41	101
41	103
41	107
41	117
41	120
41	121
41	122
41	123
41	128
42	105
42	113
43	44
43	45
43	46
43	51
43	54
43	55
43	58
43	61
43	63
43	73
43	79
43	91
43	126
44	48
44	50
44	51
44	52
44	54
44	56
44	58
44	60
44	96
44	103
44	126
45	46
45	47
45	52
45	53
45	57
45	61
45	62
45	79
45	86
46	50
46	51
46	53
46	54
46	56
46	59
46	61
46	64
46	73
46	79
46	86
46	91
46	99
46	102
46	113
47	49
47	50
47	51
47	54
47	56
47	57
47	58
47	60
47	79
47	86
47	96
47	99
47	126
48	49
48	54
48	55
48	59
48	60
48	61
48	62
48	63
48	64
48	96
49	50
49	53
