1	2
1	20
1	21
1	28
1	63
2	4
2	8
2	9
2	26
2	28
2	38
2	64
2	67
2	97
2	111
3	4
3	5
3	11
3	13
3	23
3	41
3	42
3	55
3	62
3	79
3	82
3	91
3	100
3	104
3	108
3	109
3	112
3	119
3	121
3	127
4	9
4	20
4	24
4	25
4	35
4	54
4	87
4	105
5	31
5	35
5	61
5	87
5	96
5	100
5	103
5	106
5	108
5	115
5	120
5	128
6	34
6	44
6	48
6	49
6	53
6	57
6	58
6	60
6	61
6	63
6	72
6	77
6	95
6	102
6	107
6	110
6	125
7	13
7	18
7	27
7	41
7	62
7	70
7	74
7	79
7	87
7	91
7	108
7	109
7	118
7	120
7	121
7	127
8	9
8	14
8	15
8	20
8	30
8	37
8	87
9	20
9	26
9	37
9	38
9	39
9	40
9	64
10	22
10	24
10	25
10	26
10	54
10	64
10	67
10	74
10	99
10	117
10	123
11	18
11	27
11	65
11	74
11	75
11	79
11	96
11	100
11	101
11	106
11	115
11	119
12	13
12	18
12	27
12	31
12	36
12	55
12	62
12	68
12	76
12	100
12	106
12	109
12	119
12	127
12	128
13	18
13	28
13	31
13	41
13	55
13	74
13	90
13	91
13	100
13	106
13	108
13	110
13	112
13	113
13	118
14	16
14	25
14	26
14	30
14	37
14	40
14	42
14	45
14	54
14	64
14	72
14	87
14	111
15	23
15	39
15	47
15	67
15	68
15	71
15	80
15	84
15	85
15	88
15	90
15	117
15	118
15	121
15	124
16	20
16	21
16	24
16	26
16	28
16	46
16	48
16	64
16	87
16	91
16	114
17	34
17	43
17	48
17	49
17	51
17	52
17	53
17	56
17	61
17	62
17	63
17	81
17	89
17	107
17	119
17	125
18	23
18	27
18	31
18	43
18	55
18	60
18	63
18	74
18	100
18	101
18	103
18	104
18	109
18	115
18	120
18	121
18	127
18	128
19	34
19	48
19	51
19	53
19	57
19	58
19	61
19	62
19	63
19	69
19	73
19	87
19	89
19	102
19	110
19	115
19	123
19	126
20	22
20	28
20	30
20	38
20	40
20	42
20	50
20	51
20	52
20	53
20	54
20	64
20	111
21	22
21	24
21	38
21	40
21	42
21	51
21	52
21	53
21	64
21	105
21	117
21	123
22	25
22	30
22	37
22	40
22	52
22	53
22	67
22	81
22	87
22	111
22	118
23	33
23	43
23	47
23	60
23	66
23	70
23	74
23	76
23	77
23	80
23	82
23	83
23	86
23	88
23	92
23	94
23	97
23	117
23	122
24	37
24	42
24	57
24	64
24	87
24	105
25	26
25	42
25	54
25	57
25	58
25	64
25	86
25	105
26	30
26	37
26	40
26	55
26	58
26	59
26	64
26	73
26	75
26	126
27	41
27	55
27	69
27	74
27	84
