0	0
0	0.123696
0.0205813	0.323742
0.0439822	0.416657
0.0681315	0.47241
0.0925552	0.530804
0.116967	0.570863
0.141282	0.618424
0.16593	0.651926
0.19093	0.691543
0.215597	0.713633
0.240976	0.734165
0.265468	0.754958
0.29051	0.777045
0.315369	0.789047
0.340366	0.805567
0.365679	0.82157
0.390992	0.83427
0.41585	0.845523
0.441017	0.856159
0.466145	0.867252
0.492324	0.876945
0.516665	0.888102
0.541985	0.900875
0.567109	0.9123
0.592652	0.920046
0.617878	0.927698
0.643012	0.938273
0.668218	0.944561
0.693478	0.952201
0.718688	0.957031
0.744358	0.963615
0.76931	0.969063
0.794949	0.977103
0.820002	0.982707
0.845474	0.987428
0.871037	0.990239
0.896378	0.994936
0.921751	0.996495
0.94729	0.997279
0.972559	0.999444
1	1
1	1
